GUID,Visual Name,Latest Version,Library Name,Library Version,License Type,Is GPL Family,Is Certified,Popularity
populationpyramidEF37C50BA50D2BE196C37F91C5FEFFFC,Population Pyramid (Pro),5.4.1.3,TopToJSON / TopoJSON,,ISC,False,True,0.845
stackedverticalfunnelB41D28FF99E2A12556D4C6B1065332F9,Stacked Vertical Funnel (Standard),5.1.0.0,jQuery,,MIT,False,False,0.844
stackedverticalfunnelB41D28FF99E2A12556D4C6B1065332F9,Stacked Vertical Funnel (Standard),5.1.0.0,Leaflet,,BSD-2-Clause,False,False,0.844
stackedverticalfunnelB41D28FF99E2A12556D4C6B1065332F9,Stacked Vertical Funnel (Standard),5.1.0.0,Plotly.js,,MIT,False,False,0.844
stackedverticalfunnelB41D28FF99E2A12556D4C6B1065332F9,Stacked Vertical Funnel (Standard),5.1.0.0,Globalize,,MIT,False,False,0.844
stackedverticalfunnelB41D28FF99E2A12556D4C6B1065332F9,Stacked Vertical Funnel (Standard),5.1.0.0,TopToJSON / TopoJSON,,ISC,False,False,0.844
valqPlanPremiumVE46830E3931A4F4B9D3BBBCDAD02EFD1,ValQ-Plan,3.7.4.0,jQuery,,MIT,False,True,0.843
valqPlanPremiumVE46830E3931A4F4B9D3BBBCDAD02EFD1,ValQ-Plan,3.7.4.0,Leaflet,,BSD-2-Clause,False,True,0.843
valqPlanPremiumVE46830E3931A4F4B9D3BBBCDAD02EFD1,ValQ-Plan,3.7.4.0,DOMPurify,,Apache-2.0/MPL-2.0,False,True,0.843
valqPlanPremiumVE46830E3931A4F4B9D3BBBCDAD02EFD1,ValQ-Plan,3.7.4.0,Quill,,BSD-3-Clause,False,True,0.843
valqPlanPremiumVE46830E3931A4F4B9D3BBBCDAD02EFD1,ValQ-Plan,3.7.4.0,CodeMirror,,MIT,False,True,0.843
accoPLANNING_4DAA52ABFBF441E2A7898A79384CAFA9,"accoPLANNING - Writeback, Planning, Matrix",1.0.83.5,jQuery,,MIT,False,False,0.841
accoPLANNING_4DAA52ABFBF441E2A7898A79384CAFA9,"accoPLANNING - Writeback, Planning, Matrix",1.0.83.5,Highcharts,,Commercial/CC-BY-NC,False,False,0.841
accoPLANNING_4DAA52ABFBF441E2A7898A79384CAFA9,"accoPLANNING - Writeback, Planning, Matrix",1.0.83.5,Leaflet,,BSD-2-Clause,False,False,0.841
accoPLANNING_4DAA52ABFBF441E2A7898A79384CAFA9,"accoPLANNING - Writeback, Planning, Matrix",1.0.83.5,Bootstrap,,MIT,False,False,0.841
accoPLANNING_4DAA52ABFBF441E2A7898A79384CAFA9,"accoPLANNING - Writeback, Planning, Matrix",1.0.83.5,DOMPurify,,Apache-2.0/MPL-2.0,False,False,0.841
ZoomChartsDrillDownGraphPin079E4B3185B74670AA0F89C998285CC2,Drill Down Graph PRO (Pin) by ZoomCharts,1.11.72.0,DOMPurify,,Apache-2.0/MPL-2.0,False,True,0.84
ZoomChartsDrillDownGraphPin079E4B3185B74670AA0F89C998285CC2,Drill Down Graph PRO (Pin) by ZoomCharts,1.11.72.0,Globalize,,MIT,False,True,0.84
iconsbyqueryon2ED14D8B4AED4D3384A40EAC399CE95F,Icons by Queryon,1.0.0.3,Quill,,BSD-3-Clause,False,True,0.84
waffle_chart_visiochart_8c1a6a012eec472d899f79bf867dr059,Waffle Chart Maker,1.0.0.2,Globalize,,MIT,False,False,0.84
enlightenWaffleChartC94C0BDE416B413A8071A92B5E75A718,Enlighten Waffle Chart,2.0.0.0,d3.js,,ISC,False,True,0.839
enlightenWaffleChartC94C0BDE416B413A8071A92B5E75A718,Enlighten Waffle Chart,2.0.0.0,Leaflet,,BSD-2-Clause,False,True,0.839
flexadesign,Flexa Design,1.0.4.62,Moment.js,,MIT,False,False,0.839
markdownViewerF1B44923E60343B18373D3DF3EA1E9D4,Markdown Viewer - LeapLytics,1.0.0.5,Moment.js,,MIT,False,True,0.839
dividers_vizdataltd,Dividers,1.0.0.9,Globalize,,MIT,False,True,0.838
ZoomChartsDrillDownComboBarProE77E4ED357DC402ABA005987437CF800,Drill Down Combo Bar PRO (Filter) by ZoomCharts,1.12.119.0,Moment.js,,MIT,False,True,0.838
ZoomChartsDrillDownComboBarProE77E4ED357DC402ABA005987437CF800,Drill Down Combo Bar PRO (Filter) by ZoomCharts,1.12.119.0,Leaflet,,BSD-2-Clause,False,True,0.838
ZoomChartsDrillDownComboBarProE77E4ED357DC402ABA005987437CF800,Drill Down Combo Bar PRO (Filter) by ZoomCharts,1.12.119.0,Globalize,,MIT,False,True,0.838
arcDiagram_visiochart_8c1a6a012eec472d899f79bf867dr059,Arc Diagram,1.0.0.1,Globalize,,MIT,False,False,0.835
msdynxPnAReportingDev_c95947939075419987e99768a4090001,Reporting - Dynamics 365 Finance business performance planning,1.15.3358.2,jQuery,,MIT,False,False,0.834
msdynxPnAReportingDev_c95947939075419987e99768a4090001,Reporting - Dynamics 365 Finance business performance planning,1.15.3358.2,Leaflet,,BSD-2-Clause,False,False,0.834
msdynxPnAReportingDev_c95947939075419987e99768a4090001,Reporting - Dynamics 365 Finance business performance planning,1.15.3358.2,Quill,,BSD-3-Clause,False,False,0.834
msdynxPnAReportingDev_c95947939075419987e99768a4090001,Reporting - Dynamics 365 Finance business performance planning,1.15.3358.2,Globalize,,MIT,False,False,0.834
msdynxPnAReportingDev_c95947939075419987e99768a4090001,Reporting - Dynamics 365 Finance business performance planning,1.15.3358.2,JSZip,,MIT/GPL-3.0,True,False,0.834
msdynxPnAReportingDev_c95947939075419987e99768a4090001,Reporting - Dynamics 365 Finance business performance planning,1.15.3358.2,DevExtreme,,Commercial,False,False,0.834
dynamicTooltip1859AB39DB23051788ADF752BCB90749,Dynamic Tooltip by MAQ Software,4.0.0.0,jQuery,,MIT,False,True,0.833
dynamicTooltip1859AB39DB23051788ADF752BCB90749,Dynamic Tooltip by MAQ Software,4.0.0.0,React,,MIT,False,True,0.833
psProcessAnalyzerFree,process.science Process Mining,2.1.0.6,jQuery,,MIT,False,True,0.833
psProcessAnalyzerFree,process.science Process Mining,2.1.0.6,Moment.js,,MIT,False,True,0.833
psProcessAnalyzerFree,process.science Process Mining,2.1.0.6,Leaflet,,BSD-2-Clause,False,True,0.833
psProcessAnalyzerFree,process.science Process Mining,2.1.0.6,Globalize,,MIT,False,True,0.833
BarChartwithExportDataFeature,Bar Chart with Export Data Feature,1.0.0.5,Globalize,,MIT,False,False,0.831
readmeC5D23D99479C4478885DD956BB5985F1,ReadMe,1.1.0.1,DOMPurify,,Apache-2.0/MPL-2.0,False,False,0.829
stackedBarChartByAkvelonA90827240A9942A3B5F760DFAFF0EF08,Stacked Bar Chart by Akvelon,2.0.1.0,d3.js,,ISC,False,False,0.829
stackedBarChartByAkvelonA90827240A9942A3B5F760DFAFF0EF08,Stacked Bar Chart by Akvelon,2.0.1.0,jQuery,,MIT,False,False,0.829
stackedBarChartByAkvelonA90827240A9942A3B5F760DFAFF0EF08,Stacked Bar Chart by Akvelon,2.0.1.0,PowerBI Visuals Utils,,MIT,False,False,0.829
stackedBarChartByAkvelonA90827240A9942A3B5F760DFAFF0EF08,Stacked Bar Chart by Akvelon,2.0.1.0,Globalize,,MIT,False,False,0.829
AnimImageChart5E0D9DE3474D954378960E4FBF598986,Animated Image and Bubble Chart,1.0.2.0,d3.js,,ISC,False,False,0.828
AnimImageChart5E0D9DE3474D954378960E4FBF598986,Animated Image and Bubble Chart,1.0.2.0,DOMPurify,,Apache-2.0/MPL-2.0,False,False,0.828
triangleBarChartD61DC3131B7C4F41853BA7BCC511BC96,Triangle Bar chart by Devlup Funnels,1.1.0.0,Leaflet,,BSD-2-Clause,False,False,0.828
ZoomChartsDrillDownNetworkProA2D748C23BD44BE2BB019402882BCA19,Drill Down Network PRO (Filter) by ZoomCharts,1.12.58.0,Globalize,,MIT,False,True,0.827
wFPlotly93968360BC8A478B8194D49B9BAD9237,Plotly Waterfall Chart,1.0.0.0,jQuery,,MIT,False,False,0.827
wFPlotly93968360BC8A478B8194D49B9BAD9237,Plotly Waterfall Chart,1.0.0.0,Leaflet,,BSD-2-Clause,False,False,0.827
wFPlotly93968360BC8A478B8194D49B9BAD9237,Plotly Waterfall Chart,1.0.0.0,Mapbox GL JS,,BSD-3-Clause,False,False,0.827
wFPlotly93968360BC8A478B8194D49B9BAD9237,Plotly Waterfall Chart,1.0.0.0,Plotly.js,,MIT,False,False,0.827
wFPlotly93968360BC8A478B8194D49B9BAD9237,Plotly Waterfall Chart,1.0.0.0,TopToJSON / TopoJSON,,ISC,False,False,0.827
fullclusteredstackedcolumnchartE356E9FEA9BE32148929D63A6F982547,100% Clustered Stacked Column Chart (Pro),5.0.2.0,jQuery,,MIT,False,True,0.826
fullclusteredstackedcolumnchartE356E9FEA9BE32148929D63A6F982547,100% Clustered Stacked Column Chart (Pro),5.0.2.0,Leaflet,,BSD-2-Clause,False,True,0.826
fullclusteredstackedcolumnchartE356E9FEA9BE32148929D63A6F982547,100% Clustered Stacked Column Chart (Pro),5.0.2.0,Plotly.js,,MIT,False,True,0.826
fullclusteredstackedcolumnchartE356E9FEA9BE32148929D63A6F982547,100% Clustered Stacked Column Chart (Pro),5.0.2.0,TopToJSON / TopoJSON,,ISC,False,True,0.826
ComparisonBarChart3452210C48904866919150C8787E05EF,Comparison Bar Chart For Power BI by ChartExpo,1.0.0.5,jQuery,,MIT,False,False,0.825
ComparisonBarChart3452210C48904866919150C8787E05EF,Comparison Bar Chart For Power BI by ChartExpo,1.0.0.5,Leaflet,,BSD-2-Clause,False,False,0.825
dualxaxiscombo075079EF706BD74C481B7C113A021BA2,Dual X-Axis Combo Chart (Standard),5.3.0.1,jQuery,,MIT,False,False,0.825
dualxaxiscombo075079EF706BD74C481B7C113A021BA2,Dual X-Axis Combo Chart (Standard),5.3.0.1,Leaflet,,BSD-2-Clause,False,False,0.825
dualxaxiscombo075079EF706BD74C481B7C113A021BA2,Dual X-Axis Combo Chart (Standard),5.3.0.1,Plotly.js,,MIT,False,False,0.825
dualxaxiscombo075079EF706BD74C481B7C113A021BA2,Dual X-Axis Combo Chart (Standard),5.3.0.1,Globalize,,MIT,False,False,0.825
dualxaxiscombo075079EF706BD74C481B7C113A021BA2,Dual X-Axis Combo Chart (Standard),5.3.0.1,TopToJSON / TopoJSON,,ISC,False,False,0.825
piechartwithcustomlabels79D5B41810001E15B7E461C3180E9F4A,Advanced Donut and Pie Chart (Pro),5.3.1.3,jQuery,,MIT,False,True,0.824
piechartwithcustomlabels79D5B41810001E15B7E461C3180E9F4A,Advanced Donut and Pie Chart (Pro),5.3.1.3,Leaflet,,BSD-2-Clause,False,True,0.824
piechartwithcustomlabels79D5B41810001E15B7E461C3180E9F4A,Advanced Donut and Pie Chart (Pro),5.3.1.3,Plotly.js,,MIT,False,True,0.824
piechartwithcustomlabels79D5B41810001E15B7E461C3180E9F4A,Advanced Donut and Pie Chart (Pro),5.3.1.3,Globalize,,MIT,False,True,0.824
piechartwithcustomlabels79D5B41810001E15B7E461C3180E9F4A,Advanced Donut and Pie Chart (Pro),5.3.1.3,TopToJSON / TopoJSON,,ISC,False,True,0.824
controlChart472594076712483CA839CF8D0F61F2F1,Control Chart,1.3.2.0,d3.js,,ISC,False,True,0.823
controlChart472594076712483CA839CF8D0F61F2F1,Control Chart,1.3.2.0,Moment.js,,MIT,False,True,0.823
InnofallsDeltaCharts,Innofalls Charts,1.2.13.0,Leaflet,,BSD-2-Clause,False,True,0.823
stackedColumnChartByAkvelonCC88FD95630A41AC8562F09033A48946,Stacked Column Chart by Akvelon,2.0.2.0,d3.js,,ISC,False,False,0.822
stackedColumnChartByAkvelonCC88FD95630A41AC8562F09033A48946,Stacked Column Chart by Akvelon,2.0.2.0,jQuery,,MIT,False,False,0.822
stackedColumnChartByAkvelonCC88FD95630A41AC8562F09033A48946,Stacked Column Chart by Akvelon,2.0.2.0,PowerBI Visuals Utils,,MIT,False,False,0.822
stackedColumnChartByAkvelonCC88FD95630A41AC8562F09033A48946,Stacked Column Chart by Akvelon,2.0.2.0,Globalize,,MIT,False,False,0.822
PunchCard,Punchcard (Tabular Bubble Chart) by Squillion,1.0.0.2,Globalize,,MIT,False,True,0.821
WritebackGridCB53C00E8C1446A1B7BFC56530280A14,Writeback Grid,1.0.2.8,jQuery,,MIT,False,False,0.821
WritebackGridCB53C00E8C1446A1B7BFC56530280A14,Writeback Grid,1.0.2.8,Leaflet,,BSD-2-Clause,False,False,0.821
WritebackGridCB53C00E8C1446A1B7BFC56530280A14,Writeback Grid,1.0.2.8,ag-Grid,,Commercial/MIT,False,False,0.821
WritebackGridCB53C00E8C1446A1B7BFC56530280A14,Writeback Grid,1.0.2.8,Quill,,BSD-3-Clause,False,False,0.821
WritebackGridCB53C00E8C1446A1B7BFC56530280A14,Writeback Grid,1.0.2.8,CodeMirror,,MIT,False,False,0.821
APSmartXLBeta,Acterys Smart XL,1.0.2.7,jQuery,,MIT,False,False,0.819
APSmartXLBeta,Acterys Smart XL,1.0.2.7,Moment.js,,MIT,False,False,0.819
APSmartXLBeta,Acterys Smart XL,1.0.2.7,Leaflet,,BSD-2-Clause,False,False,0.819
APSmartXLBeta,Acterys Smart XL,1.0.2.7,Globalize,,MIT,False,False,0.819
APSmartXLBeta,Acterys Smart XL,1.0.2.7,NumPy / Numeral.js,,MIT,False,False,0.819
APSmartXLBeta,Acterys Smart XL,1.0.2.7,DevExtreme,,Commercial,False,False,0.819
weWriteMatrix3B61E90280E14C7ABB4F5A846544520B,WeWrite Matrix,1.6.0.0,Moment.js,,MIT,False,False,0.819
PBI_CV_0B9C9FBA_15A2_4A94_8AE4_8F778869B200,3AG Systems - Bar Chart With Relative Variance,1.0.1.0,d3.js,,ISC,False,True,0.818
PBI_CV_0B9C9FBA_15A2_4A94_8AE4_8F778869B200,3AG Systems - Bar Chart With Relative Variance,1.0.1.0,jQuery,,MIT,False,True,0.818
PBI_CV_0B9C9FBA_15A2_4A94_8AE4_8F778869B200,3AG Systems - Bar Chart With Relative Variance,1.0.1.0,Leaflet,,BSD-2-Clause,False,True,0.818
PBI_CV_0B9C9FBA_15A2_4A94_8AE4_8F778869B200,3AG Systems - Bar Chart With Relative Variance,1.0.1.0,Globalize,,MIT,False,True,0.818
PBI_CV_0B9C9FBA_15A2_4A94_8AE4_8F778869B200,3AG Systems - Bar Chart With Relative Variance,1.0.1.0,Lodash,,MIT,False,True,0.818
stripPlotA5B9A107E9884EBD885C3FE5B203C176,Strip Plot,3.0.0.0,Moment.js,,MIT,False,True,0.817
stripPlotA5B9A107E9884EBD885C3FE5B203C176,Strip Plot,3.0.0.0,Leaflet,,BSD-2-Clause,False,True,0.817
stripPlotA5B9A107E9884EBD885C3FE5B203C176,Strip Plot,3.0.0.0,Globalize,,MIT,False,True,0.817
scvationProcessFlow0807422E64D844A389011ED792FE18CC,Process Flow,2.0.5.3,Leaflet,,BSD-2-Clause,False,True,0.814
scvationProcessFlow0807422E64D844A389011ED792FE18CC,Process Flow,2.0.5.3,Globalize,,MIT,False,True,0.814
multiparentTreeTableF81BE6916830400A9ADD3FC258DE0B36,Recursive Hierarchy Table,1.1.0.12,Globalize,,MIT,False,False,0.813
dataInsightsEC19A7A1FF1C44B784A13A27E1A145AB,Data Insights by MAQ Software,3.2.0.0,d3.js,,ISC,False,True,0.812
dataInsightsEC19A7A1FF1C44B784A13A27E1A145AB,Data Insights by MAQ Software,3.2.0.0,jQuery,,MIT,False,True,0.812
dataInsightsEC19A7A1FF1C44B784A13A27E1A145AB,Data Insights by MAQ Software,3.2.0.0,Leaflet,,BSD-2-Clause,False,True,0.812
dataInsightsEC19A7A1FF1C44B784A13A27E1A145AB,Data Insights by MAQ Software,3.2.0.0,Globalize,,MIT,False,True,0.812
dataInsightsEC19A7A1FF1C44B784A13A27E1A145AB,Data Insights by MAQ Software,3.2.0.0,Chart.js,,MIT,False,True,0.812
arrows_vizdataltd,Process Flow Diagram,1.0.0.11,Globalize,,MIT,False,True,0.812
seasonalityChart99EEE478065D4F99853120DEFFBC4A15,Seasonal Chart,2.3.1.0,Globalize,,MIT,False,True,0.812
DatamaLightAnomalyDetection,Time series Anomaly Detection,1.3.19.12,d3.js,,ISC,False,True,0.812
DatamaLightAnomalyDetection,Time series Anomaly Detection,1.3.19.12,Leaflet,,BSD-2-Clause,False,True,0.812
ZoomChartsDrillDownPiePin44BB3B013FB049ABB7E8DDAA6A478B1B,Drill Down Pie PRO (Pin) by ZoomCharts,1.12.78.0,Moment.js,,MIT,False,True,0.811
ZoomChartsDrillDownPiePin44BB3B013FB049ABB7E8DDAA6A478B1B,Drill Down Pie PRO (Pin) by ZoomCharts,1.12.78.0,Leaflet,,BSD-2-Clause,False,True,0.811
ZoomChartsDrillDownPiePin44BB3B013FB049ABB7E8DDAA6A478B1B,Drill Down Pie PRO (Pin) by ZoomCharts,1.12.78.0,Globalize,,MIT,False,True,0.811
upSetJS61F43BDFCA024B13B6AC5BA73C9427B2,UpSet.js Plot,2.0.1.0,Leaflet,,BSD-2-Clause,False,True,0.811
upSetJS61F43BDFCA024B13B6AC5BA73C9427B2,UpSet.js Plot,2.0.1.0,Vega,,BSD-3-Clause,False,True,0.811
InservDualCardV2B411524882CE4F0CBB12F7157AAE8E43,Dual Card Pro,1.0.0.1,Globalize,,MIT,False,True,0.809
lollipopBarChart29115F0ADEDB437DBCDF8E8A3E66E088,Lollipop Bar Chart,3.0.0.0,Moment.js,,MIT,False,True,0.809
lollipopBarChart29115F0ADEDB437DBCDF8E8A3E66E088,Lollipop Bar Chart,3.0.0.0,Leaflet,,BSD-2-Clause,False,True,0.809
lollipopBarChart29115F0ADEDB437DBCDF8E8A3E66E088,Lollipop Bar Chart,3.0.0.0,Globalize,,MIT,False,True,0.809
Waterfall2023Pbi552BC2DB21894DA5B40D0FE0FE33D590,Ultimate Waterfall (API),1.1.1.8,Globalize,,MIT,False,True,0.809
ZoomChartsDrillDownMapPinEAA0DBE2B88D406C8E580DB09E61EAF2,Drill Down Map PRO (Pin) by ZoomCharts,1.11.60.0,Moment.js,,MIT,False,False,0.807
ZoomChartsDrillDownMapPinEAA0DBE2B88D406C8E580DB09E61EAF2,Drill Down Map PRO (Pin) by ZoomCharts,1.11.60.0,Leaflet,,BSD-2-Clause,False,False,0.807
ZoomChartsDrillDownMapPinEAA0DBE2B88D406C8E580DB09E61EAF2,Drill Down Map PRO (Pin) by ZoomCharts,1.11.60.0,DOMPurify,,Apache-2.0/MPL-2.0,False,False,0.807
ZoomChartsDrillDownMapPinEAA0DBE2B88D406C8E580DB09E61EAF2,Drill Down Map PRO (Pin) by ZoomCharts,1.11.60.0,Globalize,,MIT,False,False,0.807
Outerspace1442671919391,Enlighten Outer Space,1.0.6.4,jQuery,,MIT,False,True,0.805
Outerspace1442671919391,Enlighten Outer Space,1.0.6.4,jsrsasign,,MIT,False,True,0.805
Outerspace1442671919391,Enlighten Outer Space,1.0.6.4,Globalize,,MIT,False,True,0.805
likertscaleA9F4946DD459C8126FB624C218E13331,Likert Scale (Standard),4.3.0.0,jQuery,,MIT,False,False,0.805
likertscaleA9F4946DD459C8126FB624C218E13331,Likert Scale (Standard),4.3.0.0,Leaflet,,BSD-2-Clause,False,False,0.805
likertscaleA9F4946DD459C8126FB624C218E13331,Likert Scale (Standard),4.3.0.0,Plotly.js,,MIT,False,False,0.805
likertscaleA9F4946DD459C8126FB624C218E13331,Likert Scale (Standard),4.3.0.0,Globalize,,MIT,False,False,0.805
likertscaleA9F4946DD459C8126FB624C218E13331,Likert Scale (Standard),4.3.0.0,TopToJSON / TopoJSON,,ISC,False,False,0.805
BowtieChart1465021618681,Bowtie Chart by MAQ Software,4.0.1.0,jQuery,,MIT,False,True,0.804
BowtieChart1465021618681,Bowtie Chart by MAQ Software,4.0.1.0,React,,MIT,False,True,0.804
heatFE43D2D02D3D4329995B15E94EDC9279,China Heat Map,1.0.0.0,ECharts,,Apache-2.0,False,False,0.803
heatFE43D2D02D3D4329995B15E94EDC9279,China Heat Map,1.0.0.0,CodeMirror,,MIT,False,False,0.803
heatFE43D2D02D3D4329995B15E94EDC9279,China Heat Map,1.0.0.0,Lodash,,MIT,False,False,0.803
heatFE43D2D02D3D4329995B15E94EDC9279,China Heat Map,1.0.0.0,Chart.js,,MIT,False,False,0.803
matrixPlanner2E230FC900184D72ABEE6E2A87B30E6A,Matrix Planner,1.0.1.53,Leaflet,,BSD-2-Clause,False,False,0.803
matrixPlanner2E230FC900184D72ABEE6E2A87B30E6A,Matrix Planner,1.0.1.53,Globalize,,MIT,False,False,0.803
PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B190,3AG Systems - Column Chart with Variance,1.0.2.0,d3.js,,ISC,False,True,0.801
PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B190,3AG Systems - Column Chart with Variance,1.0.2.0,jQuery,,MIT,False,True,0.801
PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B190,3AG Systems - Column Chart with Variance,1.0.2.0,Leaflet,,BSD-2-Clause,False,True,0.801
PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B190,3AG Systems - Column Chart with Variance,1.0.2.0,Globalize,,MIT,False,True,0.801
PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B190,3AG Systems - Column Chart with Variance,1.0.2.0,Lodash,,MIT,False,True,0.801
linechart604A0A20A6222F01A39F80FE43FFF4B8,Advanced Line Chart (Pro),5.6.0.5,jQuery,,MIT,False,True,0.801
linechart604A0A20A6222F01A39F80FE43FFF4B8,Advanced Line Chart (Pro),5.6.0.5,Leaflet,,BSD-2-Clause,False,True,0.801
linechart604A0A20A6222F01A39F80FE43FFF4B8,Advanced Line Chart (Pro),5.6.0.5,Plotly.js,,MIT,False,True,0.801
linechart604A0A20A6222F01A39F80FE43FFF4B8,Advanced Line Chart (Pro),5.6.0.5,Globalize,,MIT,False,True,0.801
linechart604A0A20A6222F01A39F80FE43FFF4B8,Advanced Line Chart (Pro),5.6.0.5,TopToJSON / TopoJSON,,ISC,False,True,0.801
CommentView70D93FB2E7284C00A3235FF8E05BFACC,Acterys Comments,4.2.1.5,jQuery,,MIT,False,False,0.799
CommentView70D93FB2E7284C00A3235FF8E05BFACC,Acterys Comments,4.2.1.5,Leaflet,,BSD-2-Clause,False,False,0.799
CommentView70D93FB2E7284C00A3235FF8E05BFACC,Acterys Comments,4.2.1.5,Quill,,BSD-3-Clause,False,False,0.799
CommentView70D93FB2E7284C00A3235FF8E05BFACC,Acterys Comments,4.2.1.5,Globalize,,MIT,False,False,0.799
CommentView70D93FB2E7284C00A3235FF8E05BFACC,Acterys Comments,4.2.1.5,JSZip,,MIT/GPL-3.0,True,False,0.799
CommentView70D93FB2E7284C00A3235FF8E05BFACC,Acterys Comments,4.2.1.5,DevExtreme,,Commercial,False,False,0.799
dotChart6B967E5FFF8E4679BF7C4102B3F6171F,Dot Chart,1.0.4.1,Globalize,,MIT,False,True,0.799
globalLaunchEstimatesC8C997C958BD4E22BB25D5639F3366A1,Global Launch Estimates,1.0.6.0,jQuery,,MIT,False,True,0.799
globalLaunchEstimatesC8C997C958BD4E22BB25D5639F3366A1,Global Launch Estimates,1.0.6.0,Leaflet,,BSD-2-Clause,False,True,0.799
globalLaunchEstimatesC8C997C958BD4E22BB25D5639F3366A1,Global Launch Estimates,1.0.6.0,TopToJSON / TopoJSON,,ISC,False,True,0.799
msdynxPnAComment_c1b0431e724a4fb6b34c449ff0431a4f,Comment - Dynamics 365 Finance business performance planning,1.15.3358.2,jQuery,,MIT,False,False,0.796
msdynxPnAComment_c1b0431e724a4fb6b34c449ff0431a4f,Comment - Dynamics 365 Finance business performance planning,1.15.3358.2,Leaflet,,BSD-2-Clause,False,False,0.796
msdynxPnAComment_c1b0431e724a4fb6b34c449ff0431a4f,Comment - Dynamics 365 Finance business performance planning,1.15.3358.2,Quill,,BSD-3-Clause,False,False,0.796
msdynxPnAComment_c1b0431e724a4fb6b34c449ff0431a4f,Comment - Dynamics 365 Finance business performance planning,1.15.3358.2,Globalize,,MIT,False,False,0.796
msdynxPnAComment_c1b0431e724a4fb6b34c449ff0431a4f,Comment - Dynamics 365 Finance business performance planning,1.15.3358.2,DevExtreme,,Commercial,False,False,0.796
scatterLinePlot04AE08B82AB143129DBC0AEA4FD479EA,Ultimate Scatter Line Plot,1.2.0.0,jQuery,,MIT,False,False,0.796
apVariance49271b11d4eb4cc3939520617ffd114d,Acterys Variance,3.0.8.2,jQuery,,MIT,False,False,0.795
apVariance49271b11d4eb4cc3939520617ffd114d,Acterys Variance,3.0.8.2,Leaflet,,BSD-2-Clause,False,False,0.795
apVariance49271b11d4eb4cc3939520617ffd114d,Acterys Variance,3.0.8.2,Globalize,,MIT,False,False,0.795
apVariance49271b11d4eb4cc3939520617ffd114d,Acterys Variance,3.0.8.2,DevExtreme,,Commercial,False,False,0.795
PBIFUN,Funnel Charts,1.7.0.0,Leaflet,,BSD-2-Clause,False,True,0.793
traqplanganttC522B51ED3194E54AB820126A5398AB6,Inline Gantt Timeline (Free with Watermarks) by Traqplan,2.0.3.1,Leaflet,,BSD-2-Clause,False,False,0.793
ZoomChartsDrillDownWaterfallPin164F74D0F7D04063A469A1BF10366D3B,Drill Down Waterfall PRO (Pin) by ZoomCharts,1.11.88.0,Moment.js,,MIT,False,True,0.792
ZoomChartsDrillDownWaterfallPin164F74D0F7D04063A469A1BF10366D3B,Drill Down Waterfall PRO (Pin) by ZoomCharts,1.11.88.0,Leaflet,,BSD-2-Clause,False,True,0.792
ZoomChartsDrillDownWaterfallPin164F74D0F7D04063A469A1BF10366D3B,Drill Down Waterfall PRO (Pin) by ZoomCharts,1.11.88.0,Globalize,,MIT,False,True,0.792
sightit25071014,SIGHTIT,1.2.0.1,Highcharts,,Commercial/CC-BY-NC,False,False,0.791
sightit25071014,SIGHTIT,1.2.0.1,Chart.js,,MIT,False,False,0.791
barChartE8732569753A41D083926C75A5E14DB1,Overlapping Bar Chart,1.0.1.0,jQuery,,MIT,False,False,0.79
lipstickColumnChartC7A87C40887A4B7E8C1B4EA86CB5D2E4,Lipstick Column Chart,2.5.0.0,Moment.js,,MIT,False,True,0.788
lipstickColumnChartC7A87C40887A4B7E8C1B4EA86CB5D2E4,Lipstick Column Chart,2.5.0.0,Leaflet,,BSD-2-Clause,False,True,0.788
lipstickColumnChartC7A87C40887A4B7E8C1B4EA86CB5D2E4,Lipstick Column Chart,2.5.0.0,Globalize,,MIT,False,True,0.788
msdynxPnAVisualPlanning_0361ca99cfca4abf98f32300584ae294,Graphical planning - Dynamics 365 Finance business performance planning,1.15.3358.2,jQuery,,MIT,False,False,0.787
msdynxPnAVisualPlanning_0361ca99cfca4abf98f32300584ae294,Graphical planning - Dynamics 365 Finance business performance planning,1.15.3358.2,Highcharts,,Commercial/CC-BY-NC,False,False,0.787
msdynxPnAVisualPlanning_0361ca99cfca4abf98f32300584ae294,Graphical planning - Dynamics 365 Finance business performance planning,1.15.3358.2,Leaflet,,BSD-2-Clause,False,False,0.787
msdynxPnAVisualPlanning_0361ca99cfca4abf98f32300584ae294,Graphical planning - Dynamics 365 Finance business performance planning,1.15.3358.2,Quill,,BSD-3-Clause,False,False,0.787
msdynxPnAVisualPlanning_0361ca99cfca4abf98f32300584ae294,Graphical planning - Dynamics 365 Finance business performance planning,1.15.3358.2,Globalize,,MIT,False,False,0.787
msdynxPnAVisualPlanning_0361ca99cfca4abf98f32300584ae294,Graphical planning - Dynamics 365 Finance business performance planning,1.15.3358.2,Chart.js,,MIT,False,False,0.787
