GUID,Visual Name,Latest Version,Is Certified,Popularity,Finding Category,Finding Pattern,Detection Method,ESLint Rule,Code Origin,Library Name,Occurrence Count,Severity,Present in Prior Version
tMap8E0FD0EA52A241AAB7312149B2333625,TMap,3.0.9.1,True,0.943,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),2,Medium,
tMap8E0FD0EA52A241AAB7312149B2333625,TMap,3.0.9.1,True,0.943,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
tMap8E0FD0EA52A241AAB7312149B2333625,TMap,3.0.9.1,True,0.943,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
waterfall_chart_visiochart_8c1a6a012eec472d899f79bf867db013,Waterfall Chart,1.0.0.2,False,0.943,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
waterfall_chart_visiochart_8c1a6a012eec472d899f79bf867db013,Waterfall Chart,1.0.0.2,False,0.943,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
waterfall_chart_visiochart_8c1a6a012eec472d899f79bf867db013,Waterfall Chart,1.0.0.2,False,0.943,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
MekkoChart1449744733038,Mekko Chart,3.7.0.0,True,0.942,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
PBISPC,SPC Charts for Power BI,1.7.4.0,True,0.942,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
barOfPieChartEF91E48C78A2807BCA25C2765,Datellers Bar of Pie,1.1.8.0,True,0.941,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
barOfPieChartEF91E48C78A2807BCA25C2765,Datellers Bar of Pie,1.1.8.0,True,0.941,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
barOfPieChartEF91E48C78A2807BCA25C2765,Datellers Bar of Pie,1.1.8.0,True,0.941,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
barOfPieChartEF91E48C78A2807BCA25C2765,Datellers Bar of Pie,1.1.8.0,True,0.941,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
barOfPieChartEF91E48C78A2807BCA25C2765,Datellers Bar of Pie,1.1.8.0,True,0.941,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
barOfPieChartEF91E48C78A2807BCA25C2765,Datellers Bar of Pie,1.1.8.0,True,0.941,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
EnhancedScatterChart1443994985041,Enhanced Scatter,3.0.9.0,True,0.941,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
EnhancedScatterChart1443994985041,Enhanced Scatter,3.0.9.0,True,0.941,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
EnhancedScatterChart1443994985041,Enhanced Scatter,3.0.9.0,True,0.941,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
EnhancedScatterChart1443994985041,Enhanced Scatter,3.0.9.0,True,0.941,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
circleCard68ECC0CB90BE47B3962072B48765978B,Pro Circle Card by Devlup Funnels,1.0.0.0,False,0.941,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
circleCard68ECC0CB90BE47B3962072B48765978B,Pro Circle Card by Devlup Funnels,1.0.0.0,False,0.941,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
circleCard68ECC0CB90BE47B3962072B48765978B,Pro Circle Card by Devlup Funnels,1.0.0.0,False,0.941,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
DonutChartGMO1461469098694,Ring Chart by MAQ Software,4.8.0.0,True,0.941,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
DonutChartGMO1461469098694,Ring Chart by MAQ Software,4.8.0.0,True,0.941,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
DonutChartGMO1461469098694,Ring Chart by MAQ Software,4.8.0.0,True,0.941,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
DonutChartGMO1461469098694,Ring Chart by MAQ Software,4.8.0.0,True,0.941,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
DonutChartGMO1461469098694,Ring Chart by MAQ Software,4.8.0.0,True,0.941,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
wishyoulizationtassels,Tassels Parallel Sets Slicer,1.0.0.0,False,0.941,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,3,High,
wishyoulizationtassels,Tassels Parallel Sets Slicer,1.0.0.0,False,0.941,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
wishyoulizationtassels,Tassels Parallel Sets Slicer,1.0.0.0,False,0.941,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,3,High,
wishyoulizationtassels,Tassels Parallel Sets Slicer,1.0.0.0,False,0.941,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
wishyoulizationtassels,Tassels Parallel Sets Slicer,1.0.0.0,False,0.941,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
wishyoulizationtassels,Tassels Parallel Sets Slicer,1.0.0.0,False,0.941,Informational,http:// URL,Regex,no-http-string,Library,(bundled),1,Low,
wishyoulizationtassels,Tassels Parallel Sets Slicer,1.0.0.0,False,0.941,Informational,Math.random(),Regex,insecure-random,Author,,8,Low,
wishyoulizationtassels,Tassels Parallel Sets Slicer,1.0.0.0,False,0.941,Informational,Math.random(),Regex,insecure-random,Library,(bundled),1,Low,
vennDiagram8527AJ74DB74562488PCR752UTY9465,Venn Diagram by MAQ Software,4.0.0.0,True,0.941,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
vennDiagram8527AJ74DB74562488PCR752UTY9465,Venn Diagram by MAQ Software,4.0.0.0,True,0.941,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,15,Medium,
vennDiagram8527AJ74DB74562488PCR752UTY9465,Venn Diagram by MAQ Software,4.0.0.0,True,0.941,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
vennDiagram8527AJ74DB74562488PCR752UTY9465,Venn Diagram by MAQ Software,4.0.0.0,True,0.941,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
eventtableviewer97B8605495D14130ABA471214A4B58BE,Event Table Viewer,1.0.0.0,False,0.94,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,3,High,
eventtableviewer97B8605495D14130ABA471214A4B58BE,Event Table Viewer,1.0.0.0,False,0.94,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
eventtableviewer97B8605495D14130ABA471214A4B58BE,Event Table Viewer,1.0.0.0,False,0.94,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
eventtableviewer97B8605495D14130ABA471214A4B58BE,Event Table Viewer,1.0.0.0,False,0.94,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,34,Medium,
eventtableviewer97B8605495D14130ABA471214A4B58BE,Event Table Viewer,1.0.0.0,False,0.94,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),4,Medium,
eventtableviewer97B8605495D14130ABA471214A4B58BE,Event Table Viewer,1.0.0.0,False,0.94,Informational,http:// URL,Regex,no-http-string,Author,,15,Low,
eventtableviewer97B8605495D14130ABA471214A4B58BE,Event Table Viewer,1.0.0.0,False,0.94,Informational,http:// URL,Regex,no-http-string,Library,(bundled),2,Low,
eventtableviewer97B8605495D14130ABA471214A4B58BE,Event Table Viewer,1.0.0.0,False,0.94,Informational,Math.random(),Regex,insecure-random,Author,,8,Low,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,Dynamic Code Execution,eval(),Regex,no-banned-terms,Author,,1,High,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,5,High,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),10,High,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,Network Access,fetch(),Regex,(certification requirement),Author,,1,High,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,DOM Manipulation,document.write(),Regex,no-document-write,Library,(bundled),1,Medium,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,67,Medium,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),15,Medium,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,DOM Manipulation,outerHTML =,Regex,no-inner-outer-html,Author,,2,Medium,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,Informational,http:// URL,Regex,no-http-string,Author,,38,Low,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,Informational,http:// URL,Regex,no-http-string,Library,(bundled),4,Low,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,Informational,Math.random(),Regex,insecure-random,Author,,27,Low,
lollipopChart50393786178B4137A75F3257CB590B96,Lollipop Chart by Powerviz,1.0.0.3,True,0.94,Informational,Math.random(),Regex,insecure-random,Library,(bundled),2,Low,
TrafficLight2D3CDE2AC13D4EA29E02FC4F5D359996,Traffic Light - LeapLytics,1.0.1.8,True,0.939,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
TrafficLight2D3CDE2AC13D4EA29E02FC4F5D359996,Traffic Light - LeapLytics,1.0.1.8,True,0.939,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
TrafficLight2D3CDE2AC13D4EA29E02FC4F5D359996,Traffic Light - LeapLytics,1.0.1.8,True,0.939,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
TrafficLight2D3CDE2AC13D4EA29E02FC4F5D359996,Traffic Light - LeapLytics,1.0.1.8,True,0.939,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
tCardA89FF4DFB8224D269ECAE6467FD02019,Multi-pane Card,2.0.0.7,True,0.938,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
tCardA89FF4DFB8224D269ECAE6467FD02019,Multi-pane Card,2.0.0.7,True,0.938,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
tCardA89FF4DFB8224D269ECAE6467FD02019,Multi-pane Card,2.0.0.7,True,0.938,Informational,Math.random(),Regex,insecure-random,Author,,1,Low,
timelineVariation3D7EACB3A04E64A5FA9D86F6E035F3524,Timeline Basic,1.0.5.0,True,0.938,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
timelineVariation3D7EACB3A04E64A5FA9D86F6E035F3524,Timeline Basic,1.0.5.0,True,0.938,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),5,High,
timelineVariation3D7EACB3A04E64A5FA9D86F6E035F3524,Timeline Basic,1.0.5.0,True,0.938,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
timelineVariation3D7EACB3A04E64A5FA9D86F6E035F3524,Timeline Basic,1.0.5.0,True,0.938,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,2,Medium,
timelineVariation3D7EACB3A04E64A5FA9D86F6E035F3524,Timeline Basic,1.0.5.0,True,0.938,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
timelineVariation3D7EACB3A04E64A5FA9D86F6E035F3524,Timeline Basic,1.0.5.0,True,0.938,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
timelineVariation3D7EACB3A04E64A5FA9D86F6E035F3524,Timeline Basic,1.0.5.0,True,0.938,Informational,Math.random(),Regex,insecure-random,Library,(bundled),2,Low,
v27d59d9f_0c2b_4456_982c_d551f8a876be,Dual Slicer,1.0.2.0,False,0.937,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
v27d59d9f_0c2b_4456_982c_d551f8a876be,Dual Slicer,1.0.2.0,False,0.937,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
v27d59d9f_0c2b_4456_982c_d551f8a876be,Dual Slicer,1.0.2.0,False,0.937,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
v27d59d9f_0c2b_4456_982c_d551f8a876be,Dual Slicer,1.0.2.0,False,0.937,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
v27d59d9f_0c2b_4456_982c_d551f8a876be,Dual Slicer,1.0.2.0,False,0.937,Informational,http:// URL,Regex,no-http-string,Author,,16,Low,
v27d59d9f_0c2b_4456_982c_d551f8a876be,Dual Slicer,1.0.2.0,False,0.937,Informational,http:// URL,Regex,no-http-string,Library,(bundled),2,Low,
v27d59d9f_0c2b_4456_982c_d551f8a876be,Dual Slicer,1.0.2.0,False,0.937,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
BBED0A4D4D8D44CE93CF2DAFADEE466C,Dynamic KPI Card by Sereviso,3.3.1.0,True,0.937,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
BBED0A4D4D8D44CE93CF2DAFADEE466C,Dynamic KPI Card by Sereviso,3.3.1.0,True,0.937,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
BBED0A4D4D8D44CE93CF2DAFADEE466C,Dynamic KPI Card by Sereviso,3.3.1.0,True,0.937,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
BBED0A4D4D8D44CE93CF2DAFADEE466C,Dynamic KPI Card by Sereviso,3.3.1.0,True,0.937,Informational,Math.random(),Regex,insecure-random,Author,,1,Low,
BBED0A4D4D8D44CE93CF2DAFADEE466C,Dynamic KPI Card by Sereviso,3.3.1.0,True,0.937,Informational,Math.random(),Regex,insecure-random,Library,(bundled),1,Low,
devBubbleVisualF72A389895DF4554959F8C945072A1D1,HCLTech 4-Dimensional Bubble Chart,1.2.0.0,False,0.937,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
devBubbleVisualF72A389895DF4554959F8C945072A1D1,HCLTech 4-Dimensional Bubble Chart,1.2.0.0,False,0.937,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
devBubbleVisualF72A389895DF4554959F8C945072A1D1,HCLTech 4-Dimensional Bubble Chart,1.2.0.0,False,0.937,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
iconpack,Icon Pack by TME AG,1.1.1.1,False,0.937,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
iconpack,Icon Pack by TME AG,1.1.1.1,False,0.937,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
iconpack,Icon Pack by TME AG,1.1.1.1,False,0.937,Network Access,fetch(),Regex,(certification requirement),Author,,2,High,
iconpack,Icon Pack by TME AG,1.1.1.1,False,0.937,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,2,Medium,
iconpack,Icon Pack by TME AG,1.1.1.1,False,0.937,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
iconpack,Icon Pack by TME AG,1.1.1.1,False,0.937,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
hierarchy50DB3783432B40A69C0B91926CE74CD9,Hierarchical Bar Chart,24.21.0.0,True,0.936,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
hierarchy50DB3783432B40A69C0B91926CE74CD9,Hierarchical Bar Chart,24.21.0.0,True,0.936,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
hierarchy50DB3783432B40A69C0B91926CE74CD9,Hierarchical Bar Chart,24.21.0.0,True,0.936,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
hierarchy50DB3783432B40A69C0B91926CE74CD9,Hierarchical Bar Chart,24.21.0.0,True,0.936,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
hierarchy50DB3783432B40A69C0B91926CE74CD9,Hierarchical Bar Chart,24.21.0.0,True,0.936,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
inforiverAppTable2B7A5FD2992D434DAE0B149479307B7B,Inforiver Premium Table,1.1.2.0,True,0.936,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,4,High,
inforiverAppTable2B7A5FD2992D434DAE0B149479307B7B,Inforiver Premium Table,1.1.2.0,True,0.936,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),13,High,
inforiverAppTable2B7A5FD2992D434DAE0B149479307B7B,Inforiver Premium Table,1.1.2.0,True,0.936,DOM Manipulation,document.write(),Regex,no-document-write,Author,,3,Medium,
inforiverAppTable2B7A5FD2992D434DAE0B149479307B7B,Inforiver Premium Table,1.1.2.0,True,0.936,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,33,Medium,
inforiverAppTable2B7A5FD2992D434DAE0B149479307B7B,Inforiver Premium Table,1.1.2.0,True,0.936,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),2,Medium,
inforiverAppTable2B7A5FD2992D434DAE0B149479307B7B,Inforiver Premium Table,1.1.2.0,True,0.936,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
inforiverAppTable2B7A5FD2992D434DAE0B149479307B7B,Inforiver Premium Table,1.1.2.0,True,0.936,Sensitive Access,document.domain,Regex,no-document-domain,Library,(bundled),1,Medium,
inforiverAppTable2B7A5FD2992D434DAE0B149479307B7B,Inforiver Premium Table,1.1.2.0,True,0.936,Informational,http:// URL,Regex,no-http-string,Author,,53,Low,
inforiverAppTable2B7A5FD2992D434DAE0B149479307B7B,Inforiver Premium Table,1.1.2.0,True,0.936,Informational,Math.random(),Regex,insecure-random,Author,,27,Low,
inforiverAppTable2B7A5FD2992D434DAE0B149479307B7B,Inforiver Premium Table,1.1.2.0,True,0.936,Informational,Math.random(),Regex,insecure-random,Library,(bundled),2,Low,
customDecompositionTree32EC86E134064A70A4E440DB8E770C73,Multi KPI Decomposition Tree,1.0.0.2,False,0.936,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
customDecompositionTree32EC86E134064A70A4E440DB8E770C73,Multi KPI Decomposition Tree,1.0.0.2,False,0.936,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,Dynamic Code Execution,eval(),Regex,no-banned-terms,Author,,39,High,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,Dynamic Code Execution,eval(),Regex,no-banned-terms,Library,(bundled),82,High,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,3,High,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),13,High,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,4,High,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,23,Medium,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),5,Medium,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,DOM Manipulation,outerHTML =,Regex,no-inner-outer-html,Author,,1,Medium,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Library,(bundled),1,Medium,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,Sensitive Access,document.domain,Regex,no-document-domain,Library,(bundled),1,Medium,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,Informational,http:// URL,Regex,no-http-string,Library,(bundled),1,Low,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,Informational,Math.random(),Regex,insecure-random,Author,,49,Low,
plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,PlotlyJS Visual by Akvelon,1.9.1.0,True,0.936,Informational,Math.random(),Regex,insecure-random,Library,(bundled),4,Low,
animatedtreemapD657B9D17F0JIOU125413445583CD2F21175CD7EF,Animated Treemap by iFour,1.0.2.3,True,0.935,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
datamap8FEE960E90FB4AF6BD5F829E8460D340,Data Map,1.0.0.0,False,0.935,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
