GUID,Visual Name,Latest Version,Is Certified,Popularity,Finding Category,Finding Pattern,Detection Method,ESLint Rule,Code Origin,Library Name,Occurrence Count,Severity,Present in Prior Version
FormattedTextTableC7B2FA9D6C1E83F0AD25B79E3F95DX47,Formatted Text Table - LeapLytics,1.0.0.1,False,0.86,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
FormattedTextTableC7B2FA9D6C1E83F0AD25B79E3F95DX47,Formatted Text Table - LeapLytics,1.0.0.1,False,0.86,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
FormattedTextTableC7B2FA9D6C1E83F0AD25B79E3F95DX47,Formatted Text Table - LeapLytics,1.0.0.1,False,0.86,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),1,Medium,
FormattedTextTableC7B2FA9D6C1E83F0AD25B79E3F95DX47,Formatted Text Table - LeapLytics,1.0.0.1,False,0.86,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
FormattedTextTableC7B2FA9D6C1E83F0AD25B79E3F95DX47,Formatted Text Table - LeapLytics,1.0.0.1,False,0.86,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
weWriteTableB9D21BABB05F45D6B3CD2DD68EF0DCBC,WeWrite Table,1.6.0.0,False,0.86,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,4,Medium,
weWriteTableB9D21BABB05F45D6B3CD2DD68EF0DCBC,WeWrite Table,1.6.0.0,False,0.86,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
testTooltip4696B540F3494FE5BA002362825DDE7D,Pie Charts Tree,1.0.3.0,False,0.859,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
testTooltip4696B540F3494FE5BA002362825DDE7D,Pie Charts Tree,1.0.3.0,False,0.859,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
testTooltip4696B540F3494FE5BA002362825DDE7D,Pie Charts Tree,1.0.3.0,False,0.859,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
testTooltip4696B540F3494FE5BA002362825DDE7D,Pie Charts Tree,1.0.3.0,False,0.859,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),4,Medium,
testTooltip4696B540F3494FE5BA002362825DDE7D,Pie Charts Tree,1.0.3.0,False,0.859,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Library,(bundled),1,Medium,
testTooltip4696B540F3494FE5BA002362825DDE7D,Pie Charts Tree,1.0.3.0,False,0.859,Informational,Math.random(),Regex,insecure-random,Author,,7,Low,
radar010B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Basic_Radar_Chart,1.0.0.0,False,0.859,DOM Manipulation,document.write(),Regex,no-document-write,Library,(bundled),1,Medium,
radar010B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Basic_Radar_Chart,1.0.0.0,False,0.859,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,11,Medium,
radar010B4EA6F32774BA1AFDC6E3E005A3168,时勤Echart-Basic_Radar_Chart,1.0.0.0,False,0.859,Informational,Math.random(),Regex,insecure-random,Author,,12,Low,
PBI_CV_9053509D_D461_463A_B485_CE9F6AB0F13D,Ratings by MAQ Software,4.0.0.0,True,0.858,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
PBI_CV_9053509D_D461_463A_B485_CE9F6AB0F13D,Ratings by MAQ Software,4.0.0.0,True,0.858,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
PBI_CV_9053509D_D461_463A_B485_CE9F6AB0F13D,Ratings by MAQ Software,4.0.0.0,True,0.858,Network Access,fetch(),Regex,(certification requirement),Author,,1,High,
PBI_CV_9053509D_D461_463A_B485_CE9F6AB0F13D,Ratings by MAQ Software,4.0.0.0,True,0.858,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
PBI_CV_9053509D_D461_463A_B485_CE9F6AB0F13D,Ratings by MAQ Software,4.0.0.0,True,0.858,Informational,Math.random(),Regex,insecure-random,Author,,5,Low,
skylineB4E364EE272342C783483632B1D063C8,Skyline,5.2.0.0,True,0.858,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
bumpChart1FB7F15A3B454007B459186335A40B8E,BumpChart by iFour,1.0.1.0,True,0.857,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
candlestick95C27C147643B5E840B1D29AC39783F7,Candlestick Chart (Standard),5.1.0.0,False,0.857,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
candlestick95C27C147643B5E840B1D29AC39783F7,Candlestick Chart (Standard),5.1.0.0,False,0.857,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
candlestick95C27C147643B5E840B1D29AC39783F7,Candlestick Chart (Standard),5.1.0.0,False,0.857,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
candlestick95C27C147643B5E840B1D29AC39783F7,Candlestick Chart (Standard),5.1.0.0,False,0.857,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,9,Medium,
candlestick95C27C147643B5E840B1D29AC39783F7,Candlestick Chart (Standard),5.1.0.0,False,0.857,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
candlestick95C27C147643B5E840B1D29AC39783F7,Candlestick Chart (Standard),5.1.0.0,False,0.857,Informational,Math.random(),Regex,insecure-random,Author,,11,Low,
DotPlotChartByOfficeSolution,Dot Plot Chart by Office Solution,1.0.1.1,True,0.857,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
enlightenSlicerB18DC0CE4A1F4BA79CE49FBE40F3965F,Enlighten Slicer,2.1.0.0,True,0.857,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
enlightenSlicerB18DC0CE4A1F4BA79CE49FBE40F3965F,Enlighten Slicer,2.1.0.0,True,0.857,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,2,High,
enlightenSlicerB18DC0CE4A1F4BA79CE49FBE40F3965F,Enlighten Slicer,2.1.0.0,True,0.857,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
enlightenSlicerB18DC0CE4A1F4BA79CE49FBE40F3965F,Enlighten Slicer,2.1.0.0,True,0.857,Informational,Math.random(),Regex,insecure-random,Author,,7,Low,
OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0,orcaviz-pro,4.0.4.0,False,0.856,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,4,High,
OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0,orcaviz-pro,4.0.4.0,False,0.856,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),5,High,
OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0,orcaviz-pro,4.0.4.0,False,0.856,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,5,High,
OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0,orcaviz-pro,4.0.4.0,False,0.856,DOM Manipulation,document.write(),Regex,no-document-write,Author,,1,Medium,
OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0,orcaviz-pro,4.0.4.0,False,0.856,DOM Manipulation,document.write(),Regex,no-document-write,Library,(bundled),1,Medium,
OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0,orcaviz-pro,4.0.4.0,False,0.856,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,21,Medium,
OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0,orcaviz-pro,4.0.4.0,False,0.856,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),3,Medium,
OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0,orcaviz-pro,4.0.4.0,False,0.856,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,1,Medium,
OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0,orcaviz-pro,4.0.4.0,False,0.856,Dynamic Code Execution,setTimeout(string),Regex,no-string-based-set-immediate,Author,,1,High,
OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0,orcaviz-pro,4.0.4.0,False,0.856,Sensitive Access,document.cookie,Regex,no-banned-terms,Author,,2,Medium,
OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0,orcaviz-pro,4.0.4.0,False,0.856,Informational,http:// URL,Regex,no-http-string,Author,,4,Low,
OrcaViz_PowerBI_Licenced_Visualisation_Pro_v2_1_0_0,orcaviz-pro,4.0.4.0,False,0.856,Informational,Math.random(),Regex,insecure-random,Author,,22,Low,
eventHorizonTimelineChartC4B94A58DE9945C6945335166AC2553E,Event Horizon Timeline Chart,1.0.0.1,False,0.855,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
multistackedcharts3A8101158FC14988B45B304F265A2202,Multiple Stacked Charts,2.1.3.0,False,0.855,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
multistackedcharts3A8101158FC14988B45B304F265A2202,Multiple Stacked Charts,2.1.3.0,False,0.855,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
multistackedcharts3A8101158FC14988B45B304F265A2202,Multiple Stacked Charts,2.1.3.0,False,0.855,Network Access,fetch(),Regex,(certification requirement),Author,,4,High,
multistackedcharts3A8101158FC14988B45B304F265A2202,Multiple Stacked Charts,2.1.3.0,False,0.855,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
multistackedcharts3A8101158FC14988B45B304F265A2202,Multiple Stacked Charts,2.1.3.0,False,0.855,Informational,Math.random(),Regex,insecure-random,Author,,1,Low,
categoryBarChartA7F3AE9EF91E48C78A2807BCA25C3412,Category Comparison Bar Chart,1.0.1.2,True,0.854,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
categoryBarChartA7F3AE9EF91E48C78A2807BCA25C3412,Category Comparison Bar Chart,1.0.1.2,True,0.854,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),4,High,
categoryBarChartA7F3AE9EF91E48C78A2807BCA25C3412,Category Comparison Bar Chart,1.0.1.2,True,0.854,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
categoryBarChartA7F3AE9EF91E48C78A2807BCA25C3412,Category Comparison Bar Chart,1.0.1.2,True,0.854,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
categoryBarChartA7F3AE9EF91E48C78A2807BCA25C3412,Category Comparison Bar Chart,1.0.1.2,True,0.854,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
categoryBarChartA7F3AE9EF91E48C78A2807BCA25C3412,Category Comparison Bar Chart,1.0.1.2,True,0.854,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
categoryBarChartA7F3AE9EF91E48C78A2807BCA25C3412,Category Comparison Bar Chart,1.0.1.2,True,0.854,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
categoryBarChartA7F3AE9EF91E48C78A2807BCA25C3412,Category Comparison Bar Chart,1.0.1.2,True,0.854,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
DateRangeSlicerB76D04FFC59A49979467BAF00AA17628,BENE.BIZ Date Range Slicer,1.3.2.0,True,0.853,Informational,http:// URL,Regex,no-http-string,Author,,16,Low,
DateRangeSlicerB76D04FFC59A49979467BAF00AA17628,BENE.BIZ Date Range Slicer,1.3.2.0,True,0.853,Informational,http:// URL,Regex,no-http-string,Library,(bundled),2,Low,
clusteredstackedbarchartD7E8EB32AA6123328E6B1A41203575BE,Clustered Stacked Bar (Standard),5.3.0.0,False,0.853,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
clusteredstackedbarchartD7E8EB32AA6123328E6B1A41203575BE,Clustered Stacked Bar (Standard),5.3.0.0,False,0.853,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
clusteredstackedbarchartD7E8EB32AA6123328E6B1A41203575BE,Clustered Stacked Bar (Standard),5.3.0.0,False,0.853,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
clusteredstackedbarchartD7E8EB32AA6123328E6B1A41203575BE,Clustered Stacked Bar (Standard),5.3.0.0,False,0.853,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,9,Medium,
clusteredstackedbarchartD7E8EB32AA6123328E6B1A41203575BE,Clustered Stacked Bar (Standard),5.3.0.0,False,0.853,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
clusteredstackedbarchartD7E8EB32AA6123328E6B1A41203575BE,Clustered Stacked Bar (Standard),5.3.0.0,False,0.853,Informational,Math.random(),Regex,insecure-random,Author,,11,Low,
kPI0A9FD39FD55944609DA4A968BE175489,KPI Chart by Akvelon,1.1.0.0,True,0.852,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
kPI0A9FD39FD55944609DA4A968BE175489,KPI Chart by Akvelon,1.1.0.0,True,0.852,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
kPI0A9FD39FD55944609DA4A968BE175489,KPI Chart by Akvelon,1.1.0.0,True,0.852,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
kPI0A9FD39FD55944609DA4A968BE175489,KPI Chart by Akvelon,1.1.0.0,True,0.852,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
kPI0A9FD39FD55944609DA4A968BE175489,KPI Chart by Akvelon,1.1.0.0,True,0.852,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),1,Medium,
kPI0A9FD39FD55944609DA4A968BE175489,KPI Chart by Akvelon,1.1.0.0,True,0.852,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Library,(bundled),5,Medium,
kPI0A9FD39FD55944609DA4A968BE175489,KPI Chart by Akvelon,1.1.0.0,True,0.852,Informational,Math.random(),Regex,insecure-random,Author,,14,Low,
kPI0A9FD39FD55944609DA4A968BE175489,KPI Chart by Akvelon,1.1.0.0,True,0.852,Informational,Math.random(),Regex,insecure-random,Library,(bundled),8,Low,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Dynamic Code Execution,eval(),Regex,no-banned-terms,Author,,1,High,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Dynamic Code Execution,eval(),Regex,no-banned-terms,Library,(bundled),243,High,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,6,High,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),14,High,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,8,High,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Network Access,fetch(),Regex,(certification requirement),Author,,4,High,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Network Access,WebSocket,Regex,(certification requirement),Library,(bundled),1,High,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,44,Medium,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),1,Medium,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,DOM Manipulation,outerHTML =,Regex,no-inner-outer-html,Author,,1,Medium,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,7,Medium,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Library,(bundled),2,Medium,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Sensitive Access,document.domain,Regex,no-document-domain,Library,(bundled),3,Medium,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Informational,http:// URL,Regex,no-http-string,Author,,142,Low,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Informational,http:// URL,Regex,no-http-string,Library,(bundled),7,Low,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Informational,Math.random(),Regex,insecure-random,Author,,64,Low,
graphomatecharts,graphomate charts,2025.1.1.0,False,0.852,Informational,Math.random(),Regex,insecure-random,Library,(bundled),15,Low,
dualaxisscatter28D7CE5AE21DCB6E52F70233538A93EE,Dual Axis Scatter Chart (Standard),6.2.0.0,False,0.851,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
dualaxisscatter28D7CE5AE21DCB6E52F70233538A93EE,Dual Axis Scatter Chart (Standard),6.2.0.0,False,0.851,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
dualaxisscatter28D7CE5AE21DCB6E52F70233538A93EE,Dual Axis Scatter Chart (Standard),6.2.0.0,False,0.851,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
dualaxisscatter28D7CE5AE21DCB6E52F70233538A93EE,Dual Axis Scatter Chart (Standard),6.2.0.0,False,0.851,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,9,Medium,
dualaxisscatter28D7CE5AE21DCB6E52F70233538A93EE,Dual Axis Scatter Chart (Standard),6.2.0.0,False,0.851,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
dualaxisscatter28D7CE5AE21DCB6E52F70233538A93EE,Dual Axis Scatter Chart (Standard),6.2.0.0,False,0.851,Informational,Math.random(),Regex,insecure-random,Author,,11,Low,
dumbbellBarChart92D0D8832E2E4DDE9545D1DAC8CE0EA8,Dumbbell Bar Chart,3.1.0.0,True,0.851,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
dumbbellBarChart92D0D8832E2E4DDE9545D1DAC8CE0EA8,Dumbbell Bar Chart,3.1.0.0,True,0.851,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),4,High,
dumbbellBarChart92D0D8832E2E4DDE9545D1DAC8CE0EA8,Dumbbell Bar Chart,3.1.0.0,True,0.851,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,5,Medium,
dumbbellBarChart92D0D8832E2E4DDE9545D1DAC8CE0EA8,Dumbbell Bar Chart,3.1.0.0,True,0.851,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
dumbbellBarChart92D0D8832E2E4DDE9545D1DAC8CE0EA8,Dumbbell Bar Chart,3.1.0.0,True,0.851,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
dumbbellBarChart92D0D8832E2E4DDE9545D1DAC8CE0EA8,Dumbbell Bar Chart,3.1.0.0,True,0.851,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
dumbbellBarChart92D0D8832E2E4DDE9545D1DAC8CE0EA8,Dumbbell Bar Chart,3.1.0.0,True,0.851,Informational,Math.random(),Regex,insecure-random,Author,,5,Low,
inovistaAnimatorEC2A9950893B4CDD9F9E98FE60770E82,Animator for Power BI,1.0.3.2,False,0.85,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
inovistaAnimatorEC2A9950893B4CDD9F9E98FE60770E82,Animator for Power BI,1.0.3.2,False,0.85,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),4,High,
inovistaAnimatorEC2A9950893B4CDD9F9E98FE60770E82,Animator for Power BI,1.0.3.2,False,0.85,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,4,High,
inovistaAnimatorEC2A9950893B4CDD9F9E98FE60770E82,Animator for Power BI,1.0.3.2,False,0.85,Network Access,fetch(),Regex,(certification requirement),Author,,4,High,
inovistaAnimatorEC2A9950893B4CDD9F9E98FE60770E82,Animator for Power BI,1.0.3.2,False,0.85,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,19,Medium,
inovistaAnimatorEC2A9950893B4CDD9F9E98FE60770E82,Animator for Power BI,1.0.3.2,False,0.85,DOM Manipulation,outerHTML =,Regex,no-inner-outer-html,Author,,1,Medium,
inovistaAnimatorEC2A9950893B4CDD9F9E98FE60770E82,Animator for Power BI,1.0.3.2,False,0.85,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,10,Medium,
inovistaAnimatorEC2A9950893B4CDD9F9E98FE60770E82,Animator for Power BI,1.0.3.2,False,0.85,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
inovistaAnimatorEC2A9950893B4CDD9F9E98FE60770E82,Animator for Power BI,1.0.3.2,False,0.85,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
inovistaAnimatorEC2A9950893B4CDD9F9E98FE60770E82,Animator for Power BI,1.0.3.2,False,0.85,Informational,Math.random(),Regex,insecure-random,Author,,20,Low,
tppowerbiCFDB7C45166B4A6483AB7646BA6D0029,Traqplan Timeline Pro,2.0.0.21,True,0.85,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),4,High,
tppowerbiCFDB7C45166B4A6483AB7646BA6D0029,Traqplan Timeline Pro,2.0.0.21,True,0.85,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,31,Medium,
smallMultipleLineChart6FA6C19AAE3840AFB9CD11A23CA7D7C7,Small Multiple Line Chart,2.3.0.134,True,0.849,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,3,High,
smallMultipleLineChart6FA6C19AAE3840AFB9CD11A23CA7D7C7,Small Multiple Line Chart,2.3.0.134,True,0.849,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),4,High,
smallMultipleLineChart6FA6C19AAE3840AFB9CD11A23CA7D7C7,Small Multiple Line Chart,2.3.0.134,True,0.849,Network Access,fetch(),Regex,(certification requirement),Author,,4,High,
smallMultipleLineChart6FA6C19AAE3840AFB9CD11A23CA7D7C7,Small Multiple Line Chart,2.3.0.134,True,0.849,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,4,Medium,
smallMultipleLineChart6FA6C19AAE3840AFB9CD11A23CA7D7C7,Small Multiple Line Chart,2.3.0.134,True,0.849,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
smallMultipleLineChart6FA6C19AAE3840AFB9CD11A23CA7D7C7,Small Multiple Line Chart,2.3.0.134,True,0.849,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
smallMultipleLineChart6FA6C19AAE3840AFB9CD11A23CA7D7C7,Small Multiple Line Chart,2.3.0.134,True,0.849,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
smallMultipleLineChart6FA6C19AAE3840AFB9CD11A23CA7D7C7,Small Multiple Line Chart,2.3.0.134,True,0.849,Informational,Math.random(),Regex,insecure-random,Author,,6,Low,
ultimateVariance9712E1351D4E4FA89077ED4D9351DC71,Ultimate Variance,4.9.8.0,True,0.849,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
ultimateVariance9712E1351D4E4FA89077ED4D9351DC71,Ultimate Variance,4.9.8.0,True,0.849,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,2,High,
ultimateVariance9712E1351D4E4FA89077ED4D9351DC71,Ultimate Variance,4.9.8.0,True,0.849,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,12,Medium,
ultimateVariance9712E1351D4E4FA89077ED4D9351DC71,Ultimate Variance,4.9.8.0,True,0.849,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,1,Medium,
ultimateVariance9712E1351D4E4FA89077ED4D9351DC71,Ultimate Variance,4.9.8.0,True,0.849,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
ultimateVariance9712E1351D4E4FA89077ED4D9351DC71,Ultimate Variance,4.9.8.0,True,0.849,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
calendar0140B4EA6F32774BA1AFDC6E3E005A3168,时勤-Calendar1,1.0.0.0,False,0.849,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,5,High,
calendar0140B4EA6F32774BA1AFDC6E3E005A3168,时勤-Calendar1,1.0.0.0,False,0.849,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,4,High,
calendar0140B4EA6F32774BA1AFDC6E3E005A3168,时勤-Calendar1,1.0.0.0,False,0.849,DOM Manipulation,document.write(),Regex,no-document-write,Author,,3,Medium,
calendar0140B4EA6F32774BA1AFDC6E3E005A3168,时勤-Calendar1,1.0.0.0,False,0.849,DOM Manipulation,document.write(),Regex,no-document-write,Library,(bundled),1,Medium,
calendar0140B4EA6F32774BA1AFDC6E3E005A3168,时勤-Calendar1,1.0.0.0,False,0.849,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,68,Medium,
calendar0140B4EA6F32774BA1AFDC6E3E005A3168,时勤-Calendar1,1.0.0.0,False,0.849,DOM Manipulation,outerHTML =,Regex,no-inner-outer-html,Author,,1,Medium,
calendar0140B4EA6F32774BA1AFDC6E3E005A3168,时勤-Calendar1,1.0.0.0,False,0.849,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,78,Medium,
calendar0140B4EA6F32774BA1AFDC6E3E005A3168,时勤-Calendar1,1.0.0.0,False,0.849,Dynamic Code Execution,setTimeout(string),Regex,no-string-based-set-immediate,Author,,1,High,
calendar0140B4EA6F32774BA1AFDC6E3E005A3168,时勤-Calendar1,1.0.0.0,False,0.849,Informational,Math.random(),Regex,insecure-random,Author,,16,Low,
ZoomChartsAdvancedWaterfallE77E4ED357DC402ABA005987437CF900,Drill Down Waterfall PRO (Filter) by ZoomCharts,1.12.87.0,True,0.848,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
ZoomChartsAdvancedWaterfallE77E4ED357DC402ABA005987437CF900,Drill Down Waterfall PRO (Filter) by ZoomCharts,1.12.87.0,True,0.848,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
ZoomChartsAdvancedWaterfallE77E4ED357DC402ABA005987437CF900,Drill Down Waterfall PRO (Filter) by ZoomCharts,1.12.87.0,True,0.848,Sensitive Access,document.domain,Regex,no-document-domain,Author,,2,Medium,
ZoomChartsAdvancedWaterfallE77E4ED357DC402ABA005987437CF900,Drill Down Waterfall PRO (Filter) by ZoomCharts,1.12.87.0,True,0.848,Informational,http:// URL,Regex,no-http-string,Author,,32,Low,
ZoomChartsAdvancedWaterfallE77E4ED357DC402ABA005987437CF900,Drill Down Waterfall PRO (Filter) by ZoomCharts,1.12.87.0,True,0.848,Informational,http:// URL,Regex,no-http-string,Library,(bundled),4,Low,
ZoomChartsAdvancedWaterfallE77E4ED357DC402ABA005987437CF900,Drill Down Waterfall PRO (Filter) by ZoomCharts,1.12.87.0,True,0.848,Informational,Math.random(),Regex,insecure-random,Author,,5,Low,
ForecastUsingNeuralNetworkC3FF19A2F6084F9DB72C16B27773958,Forecast using Neural Network by MAQ Software,3.0.6.0,False,0.848,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,2,Medium,
msdynxPnAMatrixCloud_0106a54fd1364e47a0afd26102ef77a3,Matrix planning - Dynamics 365 Finance business performance planning,1.15.3358.2,False,0.847,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),19,High,
